"序列号","注册资本万","设立日期","企业类型","行业类别","经营范围","注册地址","企业状态","注册币种"
"082f9849b98fcbe92034","2400","2012-09-28","公司","工程和技术研究和试验发展","物联网软件、硬件的研发、销售；系统集成；计算机系统服务、基础软件服务、应用软件服务；射频标签、自动化控制、机械设备、电子设备、传感器的研发、生产（限分支机构）、销售；物联网领域的技术咨询、技术转让及培训服务（不含发证、不含国家统一认可的职业证书类培训）；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）；自有房屋的出租；物业管理（凭有效资质经营）。（上述经营范围中涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）","无锡新区太科园传感网大学科技园清源路20号立业楼A201号房","在业","人民币"
"4395dc847ba093ef450a","2394","2017-09-25","外商投资企业","化学药品制剂制造",,"无锡市锡梅路59号","在业","人民币"
"ca5834b28fe0d5d29051","2386","2003-12-03","外商投资企业","金属制品业","金属门及门窗附属金属制品、门业电控驱动装置的研发设计制造；销售自产产品并提供售后服务；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外，不含分销及其他国家禁止、限制类项目，涉及行政许可的凭有效许可证明经营）。","无锡新区梅村工业集中区A75-3地块","在业","人民币"
"7fed7f9a22d0185eea74","2339","2000-10-25","外商投资企业","集成电路设计","新型电子元器件生产；半导体分立器件、集成电路的设计、测试及制造，计算机辅助设计（CAD）、辅助测试（CAT）。（依法须经批准的项目，经相关部门批准后方可展开经营活动）","无锡国家高新技术产业开发区106-C地块锡锦路5号","在业","人民币"
"9533caa05cc8276c3d86","2330","2006-07-28","外商投资企业","专用设备制造业","设计、生产、加工用于机械和电子零件的硬质合金以及硬质合金产品、超硬材料及其制品；从事上述产品的修理与维护服务；从事上述商品的批发、佣金代理（拍卖除外）及进出口业务（以上商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理的商品）并提供上述产品的技术咨询及技术服务；社会经济咨询；技术推广服务；技术检测。（上述不含国家限制及禁止类产品）。以下限分支机构经营：开发、制造连续搬运设备、金属结构制品、铸造机械及其专业配套件，从事上述商品的批发、佣金代理（拍卖除外）及进出口业务（以上商品进出口不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理），并提供技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区新畅南路5号","在业","人民币"
"71f63ccabd468e17e1bc","2321.97","2003-04-14","公司","计算机、通信和其他电子设备制造业","软件产品开发，新型电子元器件（新型机电元件）的开发生产；生产税控收款机；销售自产产品并提供售后服务。","无锡新区太湖国际科技园菱湖大道200号中国传感网国际创新园内","在业","人民币"
"b4e4a32cdcb52c7a6f2e","232","2010-01-28","外商投资企业","工程和技术研究和试验发展","文化、办公用机械及其软件的研究、开发；自有技术成果的转让并提供技术咨询及技术服务;从事上述研发产品及其零部件、文化用品、包装材料、化工产品（不含危险品）、机械设备、五金交电、电子产品的批发、佣金代理（拍卖除外）和进出口业务（以上商品进出口不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请）","无锡市新区长江南路2号-1","在业","美元"
"eb198b0deeaaf8a3faf0","2300","1993-10-04","外商投资企业","纺织、服装和皮革加工专用设备制造","生产粮油工业专用设备、食品工业专用设备及饲料工业专用设备、港口装卸机械（不含起重机械）,环境污染防治设备（不含压力容器）,橡胶机械、铸造机械，油漆和油墨研磨设备，及上述产品的零配件，轧辊，承接机械加工业务，销售本公司产品及售后服务，本公司产品技术咨询服务，自有房屋的出租。","无锡新区薛典北路71号","在业","人民币"
"28ea550cb8c0a0348938","2300","2002-12-06","公司","计算机、通信和其他电子设备制造业","集成电路、功率半导体器件、集成电路制造用的材料、集成电路制造用的设备及配件的研制、生产、销售、技术转让、技术咨询、技术服务及维修；普通化工产品、五金交电、电器设备、电线电缆、建筑材料、金属材料、消防器材、照明器材、机器设备和净化产品的销售；医用材料的研发、技术转让、技术咨询、技术服务；危险化学品的销售（凭有效危险化学品经营许可证经营）；自营和代理各类商品和技术的进出口业务（国家限定公司经营或禁止进出口的商品及技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区菱湖大道200号中国传感网国际创新园A幢四层B区","在业","人民币"
"bf1eb895145215247194","229","2011-03-11","公司","软件和信息技术服务业","计算机软硬件、物联网及互联网、医疗器械与设备的技术开发、技术服务、技术转让；计算机软硬件、医疗器械与设备的销售；医药开发的技术服务；计算机网络与信息系统集成；市场营销策划、市场调查、医药信息咨询、贸易咨询；会议及展览服务；培训服务（不含发证、不含国家统一认可的职业证书类培训）；设计、制作、代理和发布国内各类广告。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市滨湖区锦溪路100号",,"人民币"
"5804487a7ac189e6ef70","2250","2012-10-09","公司","研究和试验发展",,"无锡新吴区太湖国际科技园菱湖大道200号中国传感网国际创新园G10-610","在业","人民币"
"93dff8c29f531514e1f2","2227","2003-08-21","外商投资企业","生物药品制造","开发、生产三类6840体外诊断试剂（以上不含国家禁止、限制类项目。）；开发、生产免疫分析仪用清洗液；生产试剂反应杯。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡国家高新技术产业开发区93号地块科技产业园8#9#A3#标准厂房","在业","人民币"
"1bd3a100e20d44e35312","22050","1994-12-29","外商投资企业","电子元件制造","开发生产加工液晶显示装置及其配套的零部件","无锡国家高新技术产业开发区54号地块","在业","人民币"
"85ae8e25df17eca0c3c2","22000","2012-08-30","公司","金属制品业","高密度、高精度粉末冶金零件、粉末材料、医疗器械零部件、机械部件与新材料的研发、生产、销售、技术服务和咨询；自营和代理各类商品和技术的进出口业务。","无锡市新区鸿山街道鸿山路99号","在业","人民币"
"5dc9add76d6c3abe47b2","2200","2004-04-27","公司","专业技术服务业","计算机及配件、电子产品、普通机械的设计、开发和销售；电子信息技术开发及技术服务；自有房屋的租赁;创业园区管理服务；科技企业孵化。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","无锡新区新泰路8号","在业","人民币"
"1d775523d16a1dbcfa67","2200","2004-01-17","公司","专用设备制造业","道路交通电气安全设备、照明电气设备、自动报警电话、通讯电源、气体和烟雾报警设备的开发、研究、生产、销售及其技术服务；计算机工程、道路交通工程设计；注塑产品的加工、生产、销售。自营各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（上述涉及专项审批的经批准后方可经营）","无锡市新吴区梅村群兴路26号","在业","人民币"
"544a472431242209b248","2200","2012-05-25","公司","集成电路设计","集成电路、软件的设计、开发、销售；半导体产品的封装、测试、销售；封装与测试的技术开发；物联网、电子技术的应用开发；电子元器件及专用材料的销售；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（上述经营范围涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）","无锡市新区震泽路18号无锡软件园巨蟹座C幢一层","在业","人民币"
"3dae0460a9828e66de10","2200","2008-09-22","公司","软件和信息技术服务业","软件的研究、设计、应用、调试、技术开发、技术转让、技术服务；计算机系统集成；计算机、软件及辅助设备的销售；会议及展览服务；在江苏省内从事第二类增值电信业务中的因特网信息服务业务（因特网信息服务不含新闻、出版、教育、医疗保健、药品和医疗器械、电子公告服务等内容）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡龙山路2-28-802","在业","人民币"
